0.0,1979.0705269520984,3188.6774571701926,4090.7040176408245,4589.538432376309,6282.552188306503,1634.2959405162658,1350.7946645115808,5366.363350779191,3872.6925311563555,10646.755965174649,3904.526123248531,2488.682055487438,5370.279823555169,1064.8478595428728,1439.8413051591322,9934.915763546713,2654.073248581602,6555.093970877206,5754.131450664632
1979.0705269520984,0.0,1515.9731422447928,5443.73909977163,3500.2153740831686,5284.294332327928,356.2191007440195,1687.7154069333765,3905.1588467813717,2635.736654529104,9427.498439921092,3511.2473896955903,3745.5441065840205,3717.507826605768,917.9446060636211,950.1806669220691,10163.718399647116,2652.5871190513867,4768.741265205436,4743.918522318619
3188.6774571701926,1515.9731422447928,0.0,5714.462996208836,2147.092000402302,3892.0877093976933,1817.509266568544,3198.5665235545707,4433.549984635425,1280.2367396227714,7928.102199311354,2672.6254125536143,5240.793851741067,4009.97818531517,2198.199808997591,2463.2614127531924,9340.063524688332,2385.555511511346,4720.372380241236,3363.957659840331
4090.7040176408245,5443.73909977163,5714.462996208836,0.0,5487.117042389449,6359.951032577302,5231.451301633684,5441.361412778263,9292.532426738737,5383.720523280361,10444.967940213817,3997.265233548259,5828.751631457163,9159.443034120664,4720.332515102085,5390.68555336485,6858.69256978094,3394.3617261269214,10184.626189623494,6027.138710812219
4589.538432376309,3500.2153740831686,2147.092000402302,5487.117042389449,0.0,1784.8558582143985,3710.6804657557527,5062.290704993002,6440.966259923033,875.8226562590042,6062.774276749309,1506.8692699135138,6969.794605111051,5925.157153288287,3868.2537491959188,4372.860870713031,7471.442484447944,2368.1390547669043,6364.943342334657,1243.7648744208796
6282.552188306503,5284.294332327928,3892.0877093976933,6359.951032577302,1784.8558582143985,0.0,5494.395594176959,6838.319925382944,7990.643802949659,2651.5986348068036,4399.660796368406,2600.9185942890244,8710.218274200635,7411.705509647684,5630.439302463463,6155.445065241126,6463.068513212558,3813.31976934567,7641.282790510751,542.3367016800438
1634.2959405162658,356.2191007440195,1817.509266568544,5231.451301633684,3710.6804657557527,5494.395594176959,0.0,1387.3254298932502,4070.3489627602007,2862.206377729971,9689.56174143923,3584.745266552363,3424.181107472067,3936.426940330378,586.5709038272502,665.4528516665009,10176.070755965155,2622.74485067871,5033.453004224818,4952.281345047985
1350.7946645115808,1687.7154069333765,3198.5665235545707,5441.361412778263,5062.290704993002,6838.319925382944,1387.3254298932502,0.0,4151.274126449997,4230.932003053407,11071.00698712962,4743.741731732027,2068.33170375157,4257.784087818614,1241.791662736753,737.7400019894951,11106.181787980111,3607.308368934897,5515.897352961586,6296.230621544287
5366.363350779191,3905.1588467813717,4433.549984635425,9292.532426738737,6440.966259923033,7990.643802949659,4070.3489627602007,4151.274126449997,0.0,5647.877431885807,11265.638333468994,7085.435406984973,5457.093301503005,718.8119035414463,4573.849477596368,3945.1340344116074,13773.297174595651,6490.912553387236,1810.462057901104,7524.049442321509
3872.6925311563555,2635.736654529104,1280.2367396227714,5383.720523280361,875.8226562590042,2651.5986348068036,2862.206377729971,4230.932003053407,5647.877431885807,0.0,6848.09518753843,1689.254676494221,6182.970945338838,5168.576444761244,3067.5594059371215,3527.2035874557437,8164.841197549826,2032.3845479881272,5717.845106712705,2113.713813626237
10646.755965174649,9427.498439921092,7928.102199311354,10444.967940213817,6062.774276749309,4399.660796368406,9689.56174143923,11071.00698712962,11265.638333468994,6848.09518753843,0.0,6980.320867303702,13026.068445265639,10580.245961502987,9913.759263052785,10353.890795119598,7630.409390558885,8211.83101603276,10323.092048063509,4906.947181907539
