0.0,28.0,65.0,7.0,65.0,28.0,76.0,79.0,109.0,105.0
28.0,0.0,44.0,22.0,38.0,10.0,53.0,55.0,81.0,76.0
65.0,44.0,0.0,62.0,47.0,53.0,10.0,71.0,65.0,57.0
7.0,22.0,62.0,0.0,58.0,20.0,72.0,72.0,102.0,98.0
65.0,38.0,47.0,58.0,0.0,39.0,50.0,24.0,45.0,44.0
28.0,10.0,53.0,20.0,39.0,0.0,62.0,52.0,83.0,80.0
76.0,53.0,10.0,72.0,50.0,62.0,0.0,73.0,60.0,51.0
79.0,55.0,71.0,72.0,24.0,52.0,73.0,0.0,49.0,52.0
109.0,81.0,65.0,102.0,45.0,83.0,60.0,49.0,0.0,10.0
105.0,76.0,57.0,98.0,44.0,80.0,51.0,52.0,10.0,0.0
