0.0,38.0,10.0,16.0,10.0,83.0,40.0,52.0,63.0,28.0
38.0,0.0,29.0,34.0,40.0,66.0,6.0,19.0,72.0,30.0
10.0,29.0,0.0,10.0,12.0,81.0,30.0,45.0,67.0,19.0
16.0,34.0,10.0,0.0,9.0,91.0,33.0,52.0,77.0,13.0
10.0,40.0,12.0,9.0,0.0,92.0,40.0,57.0,73.0,21.0
83.0,66.0,81.0,91.0,92.0,0.0,71.0,49.0,51.0,93.0
40.0,6.0,30.0,33.0,40.0,71.0,0.0,23.0,78.0,27.0
52.0,19.0,45.0,52.0,57.0,49.0,23.0,0.0,67.0,49.0
63.0,72.0,67.0,77.0,73.0,51.0,78.0,67.0,0.0,86.0
28.0,30.0,19.0,13.0,21.0,93.0,27.0,49.0,86.0,0.0
