File Name,Execution Time (seconds)
GercekMesafeMatrisi.py,0.37497401237487793
MPkisitProje.py,0.06849002838134766
kisitProje_502341002.py,0.06736397743225098
CpYenilenmis.py,0.06587004661560059
RandomKoordinatOlusturma.py,0.02076101303100586
